1,"Toy Story (1995)",4.4103370436408245
32,"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)",4.50159069157118
47,"Seven (a.k.a. Se7en) (1995)",4.491694411827514
50,"Usual Suspects, The (1995)",4.693232506166715
150,"Apollo 13 (1995)",4.035888228221383
260,"Star Wars: Episode IV - A New Hope (1977)",4.725283253709208
296,"Pulp Fiction (1994)",4.9792963207753
318,"Shawshank Redemption, The (1994)",4.32237798763559
356,"Forrest Gump (1994)",5.0
457,"Fugitive, The (1993)",4.445163589403256
527,"Schindler's List (1993)",4.289871736123064
541,"Blade Runner (1982)",4.24257634366988
589,"Terminator 2: Judgment Day (1991)",4.240754954493875
592,"Batman (1989)",4.592894362326657
593,"Silence of the Lambs, The (1991)",4.989589282782523
608,"Fargo (1996)",4.534060999999325
858,"Godfather, The (1972)",4.373844270573736
1036,"Die Hard (1988)",4.473895527962413
1089,"Reservoir Dogs (1992)",4.106634112841669
1196,"Star Wars: Episode V - The Empire Strikes Back (1980)",4.7376844098312585
1198,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)",4.946988152556925
1200,"Aliens (1986)",4.186685125574934
1210,"Star Wars: Episode VI - Return of the Jedi (1983)",4.2378041196799074
1213,"Goodfellas (1990)",4.017302220476116
1214,"Alien (1979)",4.216844944083292
1240,"Terminator, The (1984)",4.2676393832495805
1258,"Shining, The (1980)",4.040573896589262
1265,"Groundhog Day (1993)",4.2618431994254005
1270,"Back to the Future (1985)",4.685279811074165
1291,"Indiana Jones and the Last Crusade (1989)",4.510732498058178
1387,"Jaws (1975)",4.14419035859581
1617,"L.A. Confidential (1997)",4.053154701275698
1704,"Good Will Hunting (1997)",4.141908696789517
2000,"Lethal Weapon (1987)",4.254134783281954
2115,"Indiana Jones and the Temple of Doom (1984)",4.2225077703345875
2571,"Matrix, The (1999)",4.571958239591664
2716,"Ghostbusters (a.k.a. Ghost Busters) (1984)",4.613396813625154
2762,"Sixth Sense, The (1999)",4.377250492739161
2858,"American Beauty (1999)",4.366044928644727
2918,"Ferris Bueller's Day Off (1986)",4.241480520343513
2959,"Fight Club (1999)",4.312852279398144
3578,"Gladiator (2000)",4.0072327971413255
3793,"X-Men (2000)",4.009606120037302
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",4.000476854254692
4226,"Memento (2000)",4.270612181515764
4306,"Shrek (2001)",4.018584686250304
4963,"Ocean's Eleven (2001)",4.171147707929271
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.734243330845044
5349,"Spider-Man (2002)",4.3453134075460085
5418,"Bourne Identity, The (2002)",4.274211304818457
5445,"Minority Report (2002)",4.037853305826314
5952,"Lord of the Rings: The Two Towers, The (2002)",4.54147266957878
6377,"Finding Nemo (2003)",4.017233598952293
6539,"Pirates of the Caribbean: The Curse of the Black Pearl (2003)",4.289072779653932
6874,"Kill Bill: Vol. 1 (2003)",4.08902949650022
7153,"Lord of the Rings: The Return of the King, The (2003)",4.4238264324273375
8961,"Incredibles, The (2004)",4.001767087159948
33794,"Batman Begins (2005)",4.156422297091346
