1,"Toy Story (1995)",4.256791098314647
260,"Star Wars: Episode IV - A New Hope (1977)",4.137348654820069
296,"Pulp Fiction (1994)",4.511166823960958
318,"Shawshank Redemption, The (1994)",4.159888830974095
356,"Forrest Gump (1994)",4.035193149290352
480,"Jurassic Park (1993)",4.090335421971442
589,"Terminator 2: Judgment Day (1991)",4.060878779500493
593,"Silence of the Lambs, The (1991)",4.151357016356725
780,"Independence Day (a.k.a. ID4) (1996)",4.049258303204792
1036,"Die Hard (1988)",4.413210497086805
1196,"Star Wars: Episode V - The Empire Strikes Back (1980)",4.134479506159784
1198,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)",4.710982681906134
1240,"Terminator, The (1984)",4.05963315433421
1265,"Groundhog Day (1993)",4.264516853928499
1270,"Back to the Future (1985)",4.629164947323453
1291,"Indiana Jones and the Last Crusade (1989)",4.142639292887946
1527,"Fifth Element, The (1997)",4.193535571875845
1580,"Men in Black (a.k.a. MIB) (1997)",4.246538769098144
2011,"Back to the Future Part II (1989)",4.1699888282164945
2571,"Matrix, The (1999)",4.549526039215486
2716,"Ghostbusters (a.k.a. Ghost Busters) (1984)",4.067856103097444
2762,"Sixth Sense, The (1999)",4.120159437124903
2858,"American Beauty (1999)",4.408101847693878
2959,"Fight Club (1999)",4.487557821113356
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",5.0
5952,"Lord of the Rings: The Two Towers, The (2002)",4.745172852325386
6539,"Pirates of the Caribbean: The Curse of the Black Pearl (2003)",4.007599526471607
7153,"Lord of the Rings: The Return of the King, The (2003)",4.67216673615828
8644,"I, Robot (2004)",4.330591221294354
8972,"National Treasure (2004)",3.9996287338787417
56174,"I Am Legend (2007)",4.234012558612041
58559,"Dark Knight, The (2008)",4.311149596477144
59315,"Iron Man (2008)",4.542300570543613
59369,"Taken (2008)",4.0790869151464095
71535,"Zombieland (2009)",4.0231367169369845
72998,"Avatar (2009)",4.04308103434849
77561,"Iron Man 2 (2010)",4.117608782969013
89745,"Avengers, The (2012)",4.179262572625549
112852,"Guardians of the Galaxy (2014)",4.024154925730794
