47,Seven (a.k.a. Se7en) (1995),4.127753206762491
50,Usual Suspects, The (1995),4.196539437868395
260,Star Wars: Episode IV - A New Hope (1977),4.227141786854011
296,Pulp Fiction (1994),4.78453099263129
318,Shawshank Redemption, The (1994),4.20270892717319
480,Jurassic Park (1993),4.063153184514365
527,Schindler's List (1993),4.470706530535468
593,Silence of the Lambs, The (1991),4.396457992508523
608,Fargo (1996),4.074319521204206
858,Godfather, The (1972),5.0
919,Wizard of Oz, The (1939),4.154787479973647
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),4.291323857220147
923,Citizen Kane (1941),4.330443151431076
953,It's a Wonderful Life (1946),4.061541829350312
1036,Die Hard (1988),4.043090647954594
1089,Reservoir Dogs (1992),4.112524041554591
1136,Monty Python and the Holy Grail (1975),4.2426577778730135
1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.205547741180704
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.6105486939450095
1203,12 Angry Men (1957),4.131801345470638
1208,Apocalypse Now (1979),4.067068215981946
1212,Third Man, The (1949),4.183036553016212
1213,Goodfellas (1990),4.79265601728914
1214,Alien (1979),4.112280525064115
1221,Godfather: Part II, The (1974),4.507139622209699
1228,Raging Bull (1980),4.078126419295448
1230,Annie Hall (1977),4.127190147746368
1252,Chinatown (1974),4.314865056301477
1265,Groundhog Day (1993),4.4146495239388885
1266,Unforgiven (1992),4.39138105480494
1270,Back to the Future (1985),4.231529247125229
1387,Jaws (1975),4.3192081212316875
1673,Boogie Nights (1997),4.1362863063598265
1953,French Connection, The (1971),4.000006230921475
2028,Saving Private Ryan (1998),4.150836392431297
2076,Blue Velvet (1986),4.064866613755499
2160,Rosemary's Baby (1968),4.08788212282422
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),4.046263213902525
2762,Sixth Sense, The (1999),4.162683834937077
2959,Fight Club (1999),4.209118712310948
3362,Dog Day Afternoon (1975),4.380039825219674
3435,Double Indemnity (1944),4.14154662425572
3471,Close Encounters of the Third Kind (1977),4.181978220706903
3504,Network (1976),4.301649470136246
3730,Conversation, The (1974),4.158379389324296
5902,Adaptation (2002),4.118915722521985
6711,Lost in Translation (2003),4.192699158234973
6870,Mystic River (2003),4.167543329992559
8949,Sideways (2004),4.076546772111636
55820,No Country for Old Men (2007),4.066033099418818
