50,"Usual Suspects, The (1995)",4.0368640703797185
111,"Taxi Driver (1976)",4.159224170852617
260,"Star Wars: Episode IV - A New Hope (1977)",4.161539960856798
296,"Pulp Fiction (1994)",4.4988973136081505
318,"Shawshank Redemption, The (1994)",4.0275674659886525
527,"Schindler's List (1993)",4.014879569571118
593,"Silence of the Lambs, The (1991)",4.072959196575421
608,"Fargo (1996)",4.928750753721596
750,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)",4.434765957987097
858,"Godfather, The (1972)",4.630340078698817
903,"Vertigo (1958)",4.487515277512929
904,"Rear Window (1954)",4.715271895936053
908,"North by Northwest (1959)",4.849485584139881
910,"Some Like It Hot (1959)",4.36600800799413
912,"Casablanca (1942)",4.917021146885899
913,"Maltese Falcon, The (1941)",4.442180807127148
919,"Wizard of Oz, The (1939)",4.6264507449230825
923,"Citizen Kane (1941)",4.933978417536952
924,"2001: A Space Odyssey (1968)",4.1231283110027235
953,"It's a Wonderful Life (1946)",4.079625586845984
969,"African Queen, The (1951)",4.071206418736693
1079,"Fish Called Wanda, A (1988)",4.232684822990175
1097,"E.T. the Extra-Terrestrial (1982)",4.060201663117395
1193,"One Flew Over the Cuckoo's Nest (1975)",4.25873063284049
1198,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)",4.384867268317135
1204,"Lawrence of Arabia (1962)",4.1353429198001885
1207,"To Kill a Mockingbird (1962)",4.077068126266658
1208,"Apocalypse Now (1979)",4.04804367229603
1219,"Psycho (1960)",4.3381349440318875
1221,"Godfather: Part II, The (1974)",4.07625692072765
1225,"Amadeus (1984)",4.5910893653759866
1230,"Annie Hall (1977)",5.0
1234,"Sting, The (1973)",4.260264906547135
1247,"Graduate, The (1967)",4.820465582151291
1252,"Chinatown (1974)",4.927683335330018
1265,"Groundhog Day (1993)",4.0113102367521645
1267,"Manchurian Candidate, The (1962)",4.011964445686288
1278,"Young Frankenstein (1974)",4.040588261264596
1288,"This Is Spinal Tap (1984)",4.110470461629183
1304,"Butch Cassidy and the Sundance Kid (1969)",4.412637831356637
1387,"Jaws (1975)",4.0175494265159
1394,"Raising Arizona (1987)",4.170546468358058
1617,"L.A. Confidential (1997)",4.862585560543501
1674,"Witness (1985)",4.059029552533381
2396,"Shakespeare in Love (1998)",4.216989885526053
2571,"Matrix, The (1999)",4.0118701640791645
2858,"American Beauty (1999)",4.480673505408772
2997,"Being John Malkovich (1999)",4.43835737020482
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",4.196867911065258
4226,"Memento (2000)",4.359232537907344
5060,"M*A*S*H (a.k.a. MASH) (1970)",4.159942899950345
