260,"Star Wars: Episode IV - A New Hope (1977)",4.185519102946895
296,"Pulp Fiction (1994)",4.621773876615631
318,"Shawshank Redemption, The (1994)",4.028031227000147
589,"Terminator 2: Judgment Day (1991)",4.486314076098285
1196,"Star Wars: Episode V - The Empire Strikes Back (1980)",4.40908521605392
1198,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)",4.3742392471922145
1210,"Star Wars: Episode VI - Return of the Jedi (1983)",4.3214286353186795
1240,"Terminator, The (1984)",4.003084619654017
1270,"Back to the Future (1985)",4.29696921602945
1291,"Indiana Jones and the Last Crusade (1989)",4.157291908536031
2571,"Matrix, The (1999)",5.0
2762,"Sixth Sense, The (1999)",4.237717217180689
2959,"Fight Club (1999)",4.247172698497528
3578,"Gladiator (2000)",4.079765213151188
4306,"Shrek (2001)",4.182529861198728
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.764756839630579
5952,"Lord of the Rings: The Two Towers, The (2002)",4.567435177729168
7153,"Lord of the Rings: The Return of the King, The (2003)",4.194145894322131
