1,Toy Story (1995),4.4398861149261535
110,Braveheart (1995),4.435864757467792
260,Star Wars: Episode IV - A New Hope (1977),4.110848357312282
318,Shawshank Redemption, The (1994),4.789000708260688
356,Forrest Gump (1994),4.821713655111505
364,Lion King, The (1994),4.1438813246142505
480,Jurassic Park (1993),4.18720169591656
588,Aladdin (1992),4.172716750947848
593,Silence of the Lambs, The (1991),4.625112566499315
1097,E.T. the Extra-Terrestrial (1982),4.123116968979396
1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.302233967986121
1197,Princess Bride, The (1987),4.4286643527527305
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.436953855375783
1210,Star Wars: Episode VI - Return of the Jedi (1983),4.3400997443227
1265,Groundhog Day (1993),4.188944849950401
1270,Back to the Future (1985),5.0
1291,Indiana Jones and the Last Crusade (1989),4.2867407085289395
1580,Men in Black (a.k.a. MIB) (1997),4.268592222715221
2571,Matrix, The (1999),4.764512472694874
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),4.0779718862545895
2762,Sixth Sense, The (1999),4.746962976785191
2918,Ferris Bueller's Day Off (1986),4.338110088486157
3578,Gladiator (2000),4.43538167571493
3793,X-Men (2000),4.0031396655478275
4306,Shrek (2001),4.71702413425331
4963,Ocean's Eleven (2001),4.1329236366913875
4993,Lord of the Rings: The Fellowship of the Ring, The (2001),4.7032708286704805
5349,Spider-Man (2002),3.999797418060215
5952,Lord of the Rings: The Two Towers, The (2002),4.224139022890738
