50,Usual Suspects, The (1995),4.559539602811756
260,Star Wars: Episode IV - A New Hope (1977),4.238216430099822
296,Pulp Fiction (1994),4.958106741180893
318,Shawshank Redemption, The (1994),4.572283653535052
593,Silence of the Lambs, The (1991),4.384053733299332
608,Fargo (1996),5.0
858,Godfather, The (1972),4.583743993945263
1136,Monty Python and the Holy Grail (1975),4.527625331050976
1193,One Flew Over the Cuckoo's Nest (1975),4.1004564869007645
1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.218953826832428
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.540995178039513
1265,Groundhog Day (1993),4.19377022126023
1617,L.A. Confidential (1997),4.022942157269537
2571,Matrix, The (1999),4.562962497377095
2858,American Beauty (1999),4.937040410324599
2959,Fight Club (1999),4.041620507105129
2997,Being John Malkovich (1999),4.693057155646249
3996,Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000),4.321233828200992
4226,Memento (2000),4.593974811615135
4993,Lord of the Rings: The Fellowship of the Ring, The (2001),4.454250987372664
5952,Lord of the Rings: The Two Towers, The (2002),4.025369798443219
