4306,Shrek (2001),4.4132105322043085
4886,Monsters, Inc. (2001),5.0
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),4.486533167460398
4993,Lord of the Rings: The Fellowship of the Ring, The (2001),4.133375552533426
5816,Harry Potter and the Chamber of Secrets (2002),4.121185543701332
5952,Lord of the Rings: The Two Towers, The (2002),4.018218421810246
6377,Finding Nemo (2003),4.894900933276365
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),4.310311689363756
7153,Lord of the Rings: The Return of the King, The (2003),4.193929489023011
8368,Harry Potter and the Prisoner of Azkaban (2004),4.724879451555701
8961,Incredibles, The (2004),4.665752744828517
40815,Harry Potter and the Goblet of Fire (2005),4.545720837550219
50872,Ratatouille (2007),4.330726417361043
54001,Harry Potter and the Order of the Phoenix (2007),4.223194999784891
59315,Iron Man (2008),4.142230378493225
60069,WALL·E (2008),4.6443315410155614
68954,Up (2009),4.99758826013541
69844,Harry Potter and the Half-Blood Prince (2009),4.471035104871025
76093,How to Train Your Dragon (2010),4.247342949020114
81834,Harry Potter and the Deathly Hallows: Part 1 (2010),4.495808867646037
88125,Harry Potter and the Deathly Hallows: Part 2 (2011),4.348697158627978
89745,Avengers, The (2012),4.234677653635938
112852,Guardians of the Galaxy (2014),4.2081632650869105
134853,Inside Out (2015),4.0172460081146975
