50,"Usual Suspects, The (1995)",4.531368674574349
260,"Star Wars: Episode IV - A New Hope (1977)",4.733358782885315
296,"Pulp Fiction (1994)",4.9534162731280205
318,"Shawshank Redemption, The (1994)",4.347031128260514
593,"Silence of the Lambs, The (1991)",5.0
608,"Fargo (1996)",4.272518833629877
858,"Godfather, The (1972)",4.479591181148129
1196,"Star Wars: Episode V - The Empire Strikes Back (1980)",4.6719245963497675
1198,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)",4.930471932977365
2571,"Matrix, The (1999)",4.4667394214286
2858,"American Beauty (1999)",4.421466319674259
