1,4.286409391051368090e+00,-1.100916043258347576e+00,1.835299794273890006e+00,2.299687145111995346e+00,7.958087955299583127e-01,1.486051647199568615e+00,2.997981136994769535e+00,-3.745756099195680200e+00,-2.017445108816036559e+00,-1.956946574058425314e+00,-1.013340673904622014e+00,1.075202283971809503e-01,2.072932393346121227e+00,-9.044076210613195554e-01,-3.252990195826472308e-01,-1.561060476992205626e+00,3.887447607963738783e-01,1.261477103992837634e+00,-4.278363727773283332e-01,2.774922527049923815e+00,1.313065497406784021e-01,-2.404959954898692409e+00,1.236468545843505629e+00,-3.034910911458911786e-01,-1.000941092546665745e+00,6.785803819408534610e-01,-4.308425751418291094e-01,-1.945976175729603908e+00,-1.262178772342075650e+00,-8.658196642534590204e-01,9.320694943594701187e-02,1.035959479873672651e+00,4.847708202114741627e-01,1.092276090309950654e+00,-1.992649503648315390e+00,2.375865558925132071e-01,-1.394727470016344228e-01,3.081694185717725354e+00,8.761330777010627457e-01,3.060437447129080168e-01,-1.657076748393648380e+00,3.174157506551660290e-01,2.089602237706172705e+00,6.631263801937934410e-01,-8.173796014802999776e-01,8.809839037241288251e-01,-7.890384504104128727e-01,-5.559614578796249207e-01,-1.141471482044290831e+00,-2.530114457955321416e+00,-1.336027717612039423e+00,2.003246600997585780e+00
1466,6.064926521748274624e+00,2.746311189614641268e+00,1.624510770485529276e+00,1.644208476698926780e-01,-1.100741490705300585e+00,-4.570839556131680581e-01,-7.964453729710955221e-01,9.254393754580816922e-02,-1.769600573170965419e+00,-1.306627615978265711e+00,-1.673729497683983158e+00,5.404958290487443806e-01,-8.792197983635763325e-01,-2.781019941473724666e-01,1.102198376933774204e+00,-6.857422620530925217e-01,1.876756163493207730e+00,1.244531197868192995e+00,1.095288506755742741e-01,-3.722278902310889315e-01,1.014632842992723605e+00,-5.539877146706876365e-01,-1.886764613168319560e+00,1.598519890168822233e+00,4.429642556511540485e-01,1.299986658976202580e+00,8.789275500189668300e-01,1.345781785179143153e+00,-1.048966329567682237e-01,3.146443620980149403e-01,2.016107720664491509e+00,1.362963785084526203e+00,-2.387507310626782453e-01,3.257714874809737593e-02,-5.353125470645421213e-01,2.821256734211905481e+00,-3.397583030951523142e-01,6.122974462473271262e-02,4.659144903306394747e-01,1.133660491318398966e+00,1.088544634379216003e+00,2.026812269927505405e-01,-1.063056573313224229e+00,-7.853797908385279358e-01,-1.234889618479021234e+00,-6.613721047842271439e-01,-1.352871023935875661e+00,-1.740862948012900924e-01,1.150872211644749621e+00,-3.759417083618886157e-01,2.281963073748087822e+00,-5.691954892250019604e-01
2931,9.443053561727726475e+00,-8.903440333013581398e-01,-1.167619856983632465e+00,5.561467086645293989e+00,-5.569184361042252895e+00,2.046853979026800607e-01,-3.155320718475775887e+00,8.429913873077872211e-01,-3.291453386679783932e+00,-1.715787505279554592e+00,3.932454863573284221e-01,-1.441902665214661372e+00,-1.543089227016484211e+00,1.580057182008913319e+00,-8.285796014869697412e-01,5.179476896390327462e-02,3.436094756375829284e+00,2.513520316808955268e+00,-4.536060232816959137e-01,1.698029049199588414e+00,4.747001522983564925e+00,-2.402053819292903736e+00,7.585673528958412071e-01,-1.804178928865026288e+00,1.301096551963047410e-01,-1.136373525640692161e+00,-6.667006940794765191e-01,1.801803085691265904e+00,2.679293742572067760e+00,1.005935805425801188e+00,-1.945252295605426618e-01,-9.499880365452126885e-01,-7.593748336145658140e-01,1.549092640749744731e+00,4.563369577385406606e-01,1.905954753321683626e+00,1.758159028073852159e+00,-1.493295168022457098e+00,-8.370569538365935092e-01,-1.056830015796337952e+00,-1.202496143446751375e+00,-2.531928596896005357e-01,-5.345100127803540518e-02,3.588189534033475181e-01,1.235078215260486889e+00,3.892775357246839318e-01,1.173133419120714338e-01,-1.294740946529862491e+00,-1.117696933297440909e+00,2.187622855225452856e-01,6.847065326376764460e-01,3.166565169811119684e-01
4396,1.336037331545298912e+01,-1.741165275280444291e+01,-1.620422051291707355e+00,8.974510608727596095e-01,4.336384812005029232e+00,-1.092254217961446550e+01,-3.474717904877875352e+00,3.957795748205655606e+00,9.605827761088593375e-01,-3.840693344065783776e+00,-2.681668541380932247e+00,-9.494224368306128925e-01,-4.338862532398355398e+00,-2.505003564260720683e+00,1.027973458955528496e+00,-1.622353673589473244e+00,2.431445121207815419e+00,1.360834616909174954e+00,1.330993246001966002e+00,2.172430409004454610e+00,1.224020092353806710e+00,2.742901117107304554e+00,-4.693861122994706925e+00,2.121900687144208320e+00,-1.725217497555885826e+00,5.877955996803861938e-01,2.669001014518769033e+00,3.310762479409161685e+00,-5.777327733074517635e-01,-3.635539350708792750e+00,-1.909920114565418992e+00,-1.567479533644883460e+00,4.240552456209376597e-01,-1.913751290229884328e+00,-2.827806610754319827e+00,-1.744525227869143102e-01,1.862847647906039850e+00,-8.164315932971986101e-01,-2.699266580870793408e+00,-2.755901412523596328e+00,2.339792249967433957e+00,6.645216255255864679e-01,-1.728948265531063067e+00,-2.758330256493883859e+00,-4.481298993681152032e-01,-2.075034720043602121e+00,-3.325853245656187784e+00,8.879670339527402367e-01,3.295278549859779194e+00,-1.314086423690461469e+00,4.954248010241984468e-01,1.075707432776836558e+00
5861,1.474286512887210243e+01,1.108426209133021878e+01,-3.699475749516907275e+00,-3.218282805612077357e+00,-1.690516908234967364e+00,-9.205973863076149399e+00,-5.658163247897514125e+00,-1.303119431978636111e+00,-3.130049844416812554e+00,4.657330424069193953e+00,3.509767602161712574e+00,-7.167543023617604092e+00,5.462616486983399966e+00,-1.584335749873599264e+00,-2.127079545217527734e+00,8.205066975351940628e-02,1.587454576233127135e-01,1.036633689177668405e+00,5.391103398077258246e-01,-3.083121345416881542e+00,6.444829262110459922e+00,2.641115859006616606e+00,-5.038274431312997903e-01,-3.612191434567117998e+00,-4.674786472964125750e+00,6.847046677686186023e-01,1.321074194135970048e+00,-2.541379963046348500e-01,-2.479808064686730873e+00,-3.996804470765139783e+00,-7.270768105244903579e-01,1.867230950191434369e+00,3.761234904525745826e+00,-2.523840244323079407e+00,-8.582368822805265529e-02,3.494173799775075917e+00,-2.829965849167324077e-01,2.162017746918611927e+00,1.473926999827479767e+00,3.302463175211149959e+00,1.808656528909444949e+00,1.802659625872516047e+00,-5.909117107347023001e+00,1.015930969497309266e-01,2.277737564110010382e+00,3.151145143550928562e+00,-4.372016536815858778e+00,1.774601187523298762e+00,-4.669080709537102303e-01,-1.463613686540767844e+00,-7.846976540462555771e-01,3.798754185368759195e+00
7326,2.285816921613454511e+00,1.908448878301622909e+00,-2.041602173534359466e+00,-5.440473530634905019e-01,9.827135623764116090e-02,-1.714782552052299902e+00,-2.900946265352919440e-01,-2.941425180760743885e-01,2.333927419086148536e+00,-5.613323291550217142e+00,5.624769165823840567e+00,-2.517339710753540238e+00,-3.590097232230355928e-01,-1.308188160040834713e+00,-2.116834297960110245e+00,-7.893605070616693808e-01,1.669963768637182377e-01,-1.182102946230324303e+00,-1.087099113643266446e-01,-1.949695865598442435e+00,-3.048669536089386956e+00,-1.345306162794250193e+00,-1.555059161149132119e-01,-7.869436885977257323e-02,-6.483110865283818747e-01,-5.398260866111015410e-01,8.681204917203141358e-01,1.510056633969318440e+00,9.737301361605082972e-02,-1.211288177028548407e+00,-4.443469161379189902e-01,-4.964824057488740339e-01,6.382260598757474868e-02,4.520329820639634733e-02,-2.448988166018875590e-01,6.953422736367983470e-01,7.463781502010979896e-01,-9.373154268754070317e-01,6.327952761626046696e-01,1.175714269367965636e+00,-9.077351656962184823e-01,-6.594842240533794753e-01,4.085148768886771586e-01,-1.911308511942886035e-01,-7.162395656849018799e-02,4.743338221394183263e-01,5.710049631720737207e-01,-1.006551017807539861e+00,5.950784581991809263e-01,-8.079631053549404252e-01,-2.400976840012356839e-01,-7.631709630494010188e-01
8791,2.335775590419531156e+01,-8.644264816294705556e-01,-9.569286332099798287e+00,8.666229898097236983e+00,-3.887373570680027424e+00,2.398449583951236530e+00,-3.515957415519297968e-01,1.582296806809859513e+00,-7.217964047533814487e+00,-1.163242263276343724e+00,7.887972081166019223e-01,4.620445233896502968e-01,-4.605682384792705086e+00,3.887339112839232058e-01,-5.464953177359152647e+00,3.738807483139415577e+00,1.942984195369995781e+00,2.775017031290493819e+00,3.864035125604518006e-01,-6.412259417757742996e-01,-2.198302869863204112e+00,3.142233969711675234e-01,1.103985289448870866e+00,-3.147370934921389196e+00,-3.818092500502713538e+00,3.077316994242331294e+00,9.951347027741924700e-01,1.169040655587072930e+00,-1.368621653250277959e+00,1.182870486985168057e+00,9.134508151960414324e-01,4.851001631443470075e-01,-6.909485741597181097e-01,-1.645531457995522251e+00,2.579243822042515788e+00,7.264101221659967633e-01,-2.746258138186884246e+00,-1.848843807374750847e+00,2.168263479409201278e+00,4.819629347964127231e-01,2.182866273101634835e+00,9.307631683076658113e-01,1.674189355695750336e+00,-7.256728355395311025e-01,-2.143187355657625859e-01,2.705837269856151028e+00,-2.388266509276856464e+00,-7.455053701825679058e-01,-2.423956406858445156e+00,-6.893416901058974089e-01,-7.262559964841631688e-01,-2.622709193642485670e-01
10256,8.438993951880465971e+00,7.431284705139980851e+00,-1.486222234655318353e+01,-1.642943006211602608e+00,7.481588649876112385e+00,5.236075935653751179e-01,1.255412832222828623e+00,-3.907617639960136557e+00,-5.147309838831378714e-01,2.563416622331153860e+00,-1.594536983249651207e+00,1.363121701778884365e-01,-2.160884890977042172e+00,-1.578173639174419440e+00,-2.074462879860204390e-01,-6.012067564414992349e-01,-1.903285140885152327e+00,-3.786722743916650646e-01,-3.057614826547524256e+00,2.123481198468762265e+00,-7.007514692771024123e-01,-1.813316392493647289e+00,-1.434465048819098643e+00,1.566385573081428007e+00,1.260662854090921714e+00,-2.211534753713732648e+00,-6.641188202422971809e-01,1.735093387638500628e+00,-1.648043705270169745e+00,3.919269411311495643e-01,7.233515803310109904e-01,-8.236297819710672319e-02,-8.144162322483201599e-01,-9.169587645341247262e-01,9.400657779298366989e-01,-4.541033806323563349e-02,2.360621695724771651e+00,-1.138984366134809800e+00,-2.150150605815889793e-01,4.078135664337927402e-01,-2.190396881438660515e+00,-2.043766052886961115e-01,2.136900677469576681e+00,-8.748310296033571243e-01,1.476839171608800072e+00,-1.588621805863177361e+00,1.559879227664056289e+00,-1.116726871676561261e+00,1.669630318315005857e+00,1.522897341155840190e+00,-5.958958108293539446e-01,3.566927905077642014e-01
11721,7.254701780866694705e+00,4.255110498998081248e+00,-8.438982275185777371e-02,3.501140760367303262e+00,3.011183199817812461e+00,1.111047934755917677e+00,3.423473338624082984e+00,4.722627156694200856e+00,1.766011153924059274e+00,-5.123953214526297373e+00,-2.094751482100294826e+00,4.525642390159898554e+00,7.709552529348930872e-01,1.623843335272682875e+00,3.940365982029926384e-01,1.781109080506302789e+00,1.728585717909180419e-01,-2.457485166583747827e+00,2.858980255306502460e+00,-1.416635194031339751e+00,1.494334982899274467e+00,-2.156420577413617590e+00,-1.973532335306412921e+00,-1.053958705220433834e-01,-1.161971724343697554e+00,-6.870586447862347956e-02,1.069862304308508039e+00,-3.427786959657757482e+00,3.359584060393780103e+00,1.203806333137892093e+00,4.601849283414514713e-01,6.643377810002963901e-01,4.762223176990997286e-01,-2.032154678755594635e+00,-2.220683809862635361e+00,1.756800641537494267e-01,5.956732806331418439e-01,2.697313449493595083e+00,1.800845443950455649e-01,-6.699190112093500460e-02,-1.014079881915802561e+00,-1.158759531765642281e+00,-1.780903686219679649e+00,-1.265018773449503531e+00,4.695847661671109230e-01,9.252598917342365059e-01,5.589303302694450970e+00,1.623492543790564513e+00,8.618176860338471190e-01,-7.497570593290309171e-01,-4.878891518007699157e-01,-1.747511322071145790e+00
13186,2.799603697457231366e+00,2.221177589362317573e+00,-2.255944186873793722e+00,-1.348744332720202221e+00,-4.751215815699460499e-01,-1.085449040994886261e+00,-1.222009223888456564e+00,8.886845057770780265e-01,2.230720103698142331e+00,-6.975237081949138052e+00,6.709180621692539148e+00,-3.425681634337982118e+00,1.790618129567096706e-01,-1.653306524928342958e+00,-2.530365213577974171e+00,-1.250815358177855829e+00,6.531459532886832453e-02,-9.769790197209051730e-01,-6.670956492062866117e-01,-8.238128051754866066e-01,-2.282552399796767606e+00,-3.474492193055213063e-01,9.244264474252215091e-01,1.789885320699373394e-01,-1.941258914581951656e+00,-1.561299990694470230e-02,6.083620130954306982e-01,5.247649716693111310e-01,5.280791537563991334e-01,-1.531027155156198027e+00,-1.271159033986045683e-01,-1.973640923287623417e-01,4.196908848499503186e-01,-6.794205816631548878e-02,4.010933845679852672e-01,2.705732511034179555e-01,1.297985426880425008e-01,-1.037474656886860691e+00,6.205051983887492906e-01,1.361345533628652404e+00,4.125697840290037943e-01,-3.317816749944250271e-02,-9.006653505195804099e-01,-5.035568281474113173e-01,4.707575660656744543e-02,1.624244520628213007e-01,-2.957539183192763321e-01,-1.805844759888735274e+00,5.549847027845837832e-01,-6.564397389642486758e-01,1.200814218734015115e-01,-9.908318246121358142e-01
